case,q1,q2,m1,m2,c,L,r,V_eff,rho
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,15.689196,-0.06150373,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,15.789447,-0.06112732,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,15.889698,-0.06075549,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,15.989950,-0.06038814,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,16.090201,-0.06002521,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,16.190452,-0.05966661,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,16.290704,-0.05931226,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,16.390955,-0.05896209,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,16.491206,-0.05861602,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,16.591457,-0.05827399,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,16.691709,-0.05793592,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,16.791960,-0.05760175,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,16.892211,-0.05727140,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,16.992462,-0.05694482,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,17.092714,-0.05662194,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,17.192965,-0.05630269,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,17.293216,-0.05598702,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,17.393467,-0.05567486,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,17.493719,-0.05536617,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,17.593970,-0.05506087,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,17.694221,-0.05475892,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,17.794472,-0.05446026,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,17.894724,-0.05416483,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,17.994975,-0.05387259,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,18.095226,-0.05358348,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,18.195477,-0.05329746,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,18.295729,-0.05301447,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,18.395980,-0.05273447,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,18.496231,-0.05245740,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,18.596482,-0.05218323,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,18.696734,-0.05191191,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,18.796985,-0.05164339,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,18.897236,-0.05137763,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,18.997487,-0.05111459,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,19.097739,-0.05085423,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,19.197990,-0.05059650,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,19.298241,-0.05034137,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,19.398492,-0.05008880,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,19.498744,-0.04983875,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,19.598995,-0.04959118,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,19.699246,-0.04934606,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,19.799497,-0.04910334,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,19.899749,-0.04886300,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,20.000000,-0.04862500,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,0.050000,860.00000000,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,0.150251,90.79551683,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,0.250503,31.06694205,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,0.350754,15.03107528,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,0.451005,8.59856146,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,0.551256,5.42557850,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,0.651508,3.64812916,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,0.751759,2.56261796,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,0.852010,1.85693721,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,0.952261,1.37597761,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,1.052513,1.03584163,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,1.152764,0.78806849,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,1.253015,0.60315714,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,1.353266,0.46236002,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,1.453518,0.35332877,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,1.553769,0.26767948,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,1.654020,0.19956992,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,1.754271,0.14483616,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,1.854523,0.10045125,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,1.954774,0.06417616,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,2.055025,0.03432879,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,2.155276,0.00962789,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,2.255528,-0.01091473,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,2.355779,-0.02806982,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,2.456030,-0.04244472,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,2.556281,-0.05452251,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,2.656533,-0.06469065,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,2.756784,-0.07326241,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,2.857035,-0.08049288,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,2.957286,-0.08659113,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,3.057538,-0.09172962,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,3.157789,-0.09605138,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,3.258040,-0.09967570,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,3.358291,-0.10270252,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,3.458543,-0.10521597,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,3.558794,-0.10728720,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,3.659045,-0.10897659,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,3.759296,-0.11033557,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,3.859548,-0.11140814,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,3.959799,-0.11223202,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,4.060050,-0.11283968,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,4.160302,-0.11325914,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,4.260553,-0.11351463,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,4.360804,-0.11362718,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,4.461055,-0.11361508,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,4.561307,-0.11349425,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,4.661558,-0.11327860,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,4.761809,-0.11298032,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,4.862060,-0.11261006,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,4.962312,-0.11217720,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,5.062563,-0.11168997,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,5.162814,-0.11115562,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,5.263065,-0.11058055,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,5.363317,-0.10997040,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,5.463568,-0.10933016,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,5.563819,-0.10866424,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,5.664070,-0.10797654,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,5.764322,-0.10727054,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,5.864573,-0.10654930,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,5.964824,-0.10581553,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,6.065075,-0.10507165,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,6.165327,-0.10431981,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,6.265578,-0.10356190,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,6.365829,-0.10279962,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,6.466080,-0.10203445,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,6.566332,-0.10126773,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,6.666583,-0.10050064,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,6.766834,-0.09973422,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,6.867085,-0.09896938,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,6.967337,-0.09820695,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,7.067588,-0.09744765,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,7.167839,-0.09669211,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,7.268090,-0.09594088,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,7.368342,-0.09519447,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,7.468593,-0.09445328,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,7.568844,-0.09371771,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,7.669095,-0.09298807,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,7.769347,-0.09226463,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,7.869598,-0.09154764,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,7.969849,-0.09083731,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,8.070101,-0.09013379,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,8.170352,-0.08943724,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,8.270603,-0.08874778,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,8.370854,-0.08806548,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,8.471106,-0.08739044,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,8.571357,-0.08672270,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,8.671608,-0.08606230,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,8.771859,-0.08540926,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,8.872111,-0.08476359,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,8.972362,-0.08412529,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,9.072613,-0.08349436,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,9.172864,-0.08287075,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,9.273116,-0.08225445,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,9.373367,-0.08164542,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,9.473618,-0.08104360,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,9.573869,-0.08044896,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,9.674121,-0.07986143,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,9.774372,-0.07928096,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,9.874623,-0.07870748,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,9.974874,-0.07814092,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,10.075126,-0.07758121,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,10.175377,-0.07702828,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,10.275628,-0.07648206,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,10.375879,-0.07594246,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,10.476131,-0.07540941,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,10.576382,-0.07488283,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,10.676633,-0.07436263,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,10.776884,-0.07384874,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,10.877136,-0.07334108,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,10.977387,-0.07283956,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,11.077638,-0.07234410,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,11.177889,-0.07185461,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,11.278141,-0.07137102,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,11.378392,-0.07089324,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,11.478643,-0.07042119,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,11.578894,-0.06995479,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,11.679146,-0.06949396,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,11.779397,-0.06903861,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,11.879648,-0.06858867,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,11.979899,-0.06814407,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,12.080151,-0.06770471,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,12.180402,-0.06727052,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,12.280653,-0.06684143,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,12.380905,-0.06641736,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,12.481156,-0.06599824,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,12.581407,-0.06558398,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,12.681658,-0.06517453,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,12.781910,-0.06476980,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,12.882161,-0.06436973,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,12.982412,-0.06397424,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,13.082663,-0.06358327,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,13.182915,-0.06319675,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,13.283166,-0.06281461,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,13.383417,-0.06243678,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,13.483668,-0.06206320,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,13.583920,-0.06169381,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,13.684171,-0.06132855,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,13.784422,-0.06096734,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,13.884673,-0.06061013,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,13.984925,-0.06025687,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,14.085176,-0.05990748,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,14.185427,-0.05956192,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,14.285678,-0.05922012,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,14.385930,-0.05888203,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,14.486181,-0.05854760,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,14.586432,-0.05821677,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,14.686683,-0.05788948,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,14.786935,-0.05756568,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,14.887186,-0.05724533,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,14.987437,-0.05692837,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,15.087688,-0.05661475,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,15.187940,-0.05630443,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,15.288191,-0.05599734,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,15.388442,-0.05569346,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,15.488693,-0.05539272,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,15.588945,-0.05509509,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,15.689196,-0.05480052,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,15.789447,-0.05450897,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,15.889698,-0.05422038,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,15.989950,-0.05393473,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,16.090201,-0.05365196,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,16.190452,-0.05337204,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,16.290704,-0.05309492,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,16.390955,-0.05282057,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,16.491206,-0.05254895,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,16.591457,-0.05228002,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,16.691709,-0.05201373,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,16.791960,-0.05175006,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,16.892211,-0.05148896,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,16.992462,-0.05123041,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,17.092714,-0.05097436,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,17.192965,-0.05072079,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,17.293216,-0.05046965,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,17.393467,-0.05022091,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,17.493719,-0.04997454,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,17.593970,-0.04973051,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,17.694221,-0.04948879,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,17.794472,-0.04924934,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,17.894724,-0.04901214,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,17.994975,-0.04877715,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,18.095226,-0.04854435,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,18.195477,-0.04831370,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,18.295729,-0.04808518,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,18.395980,-0.04785875,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,18.496231,-0.04763440,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,18.596482,-0.04741209,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,18.696734,-0.04719179,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,18.796985,-0.04697349,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,18.897236,-0.04675715,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,18.997487,-0.04654274,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,19.097739,-0.04633026,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,19.197990,-0.04611965,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,19.298241,-0.04591092,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,19.398492,-0.04570402,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,19.498744,-0.04549894,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,19.598995,-0.04529566,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,19.699246,-0.04509414,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,19.799497,-0.04489438,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,19.899749,-0.04469634,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,2.0000,20.000000,-0.04450000,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,0.050000,-20.00000000,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,0.150251,-6.65551839,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,0.250503,-3.99197593,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,0.350754,-2.85100287,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,0.451005,-2.21727019,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,0.551256,-1.81403829,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,0.651508,-1.53490166,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,0.751759,-1.33021390,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,0.852010,-1.17369508,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,0.952261,-1.05013193,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,1.052513,-0.95010742,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,1.152764,-0.86748038,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,1.253015,-0.79807499,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,1.353266,-0.73895284,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,1.453518,-0.68798617,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,1.553769,-0.64359638,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,1.654020,-0.60458757,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,1.754271,-0.57003724,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,1.854523,-0.53922233,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,1.954774,-0.51156812,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,2.055025,-0.48661206,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,2.155276,-0.46397762,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,2.255528,-0.44335524,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,2.355779,-0.42448805,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,2.456030,-0.40716113,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,2.556281,-0.39119324,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,2.656533,-0.37643053,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,2.756784,-0.36274152,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,2.857035,-0.35001319,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,2.957286,-0.33814783,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,3.057538,-0.32706056,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,3.157789,-0.31667728,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,3.258040,-0.30693298,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,3.358291,-0.29777046,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,3.458543,-0.28913912,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,3.558794,-0.28099407,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,3.659045,-0.27329534,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,3.759296,-0.26600722,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,3.859548,-0.25909771,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,3.959799,-0.25253807,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,4.060050,-0.24630237,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,4.160302,-0.24036719,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,4.260553,-0.23471133,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,4.360804,-0.22931551,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,4.461055,-0.22416221,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,4.561307,-0.21923543,-1.000000
unlike,1.00,-1.00,1.00,10.00,100.00,0.0000,4.661558,-0.21452056,-1.000000
