case,q1,q2,m1,m2,c,L,r,V_eff,rho
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,6.566332,-0.14910301,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,6.666583,-0.14690806,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,6.766834,-0.14477676,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,6.867085,-0.14270639,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,6.967337,-0.14069437,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,7.067588,-0.13873828,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,7.167839,-0.13683581,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,7.268090,-0.13498479,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,7.368342,-0.13318317,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,7.468593,-0.13142898,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,7.568844,-0.12972039,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,7.669095,-0.12805564,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,7.769347,-0.12643306,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,7.869598,-0.12485107,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,7.969849,-0.12330816,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,8.070101,-0.12180292,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,8.170352,-0.12033397,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,8.270603,-0.11890002,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,8.370854,-0.11749983,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,8.471106,-0.11613223,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,8.571357,-0.11479608,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,8.671608,-0.11349033,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,8.771859,-0.11221394,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,8.872111,-0.11096593,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,8.972362,-0.10974537,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,9.072613,-0.10855136,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,9.172864,-0.10738305,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,9.273116,-0.10623961,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,9.373367,-0.10512026,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,9.473618,-0.10402425,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,9.573869,-0.10295085,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,9.674121,-0.10189937,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,9.774372,-0.10086915,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,9.874623,-0.09985955,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,9.974874,-0.09886995,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,10.075126,-0.09789977,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,10.175377,-0.09694845,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,10.275628,-0.09601543,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,10.375879,-0.09510019,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,10.476131,-0.09420224,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,10.576382,-0.09332108,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,10.676633,-0.09245624,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,10.776884,-0.09160729,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,10.877136,-0.09077379,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,10.977387,-0.08995531,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,11.077638,-0.08915146,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,11.177889,-0.08836184,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,11.278141,-0.08758609,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,11.378392,-0.08682384,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,11.478643,-0.08607474,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,11.578894,-0.08533845,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,11.679146,-0.08461465,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,11.779397,-0.08390303,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,11.879648,-0.08320327,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,11.979899,-0.08251509,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,12.080151,-0.08183819,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,12.180402,-0.08117231,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,12.280653,-0.08051718,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,12.380905,-0.07987253,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,12.481156,-0.07923813,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,12.581407,-0.07861372,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,12.681658,-0.07799907,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,12.781910,-0.07739396,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,12.882161,-0.07679817,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,12.982412,-0.07621147,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,13.082663,-0.07563368,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,13.182915,-0.07506457,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,13.283166,-0.07450397,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,13.383417,-0.07395167,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,13.483668,-0.07340751,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,13.583920,-0.07287129,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,13.684171,-0.07234285,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,13.784422,-0.07182202,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,13.884673,-0.07130863,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,13.984925,-0.07080253,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,14.085176,-0.07030356,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,14.185427,-0.06981157,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,14.285678,-0.06932642,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,14.385930,-0.06884797,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,14.486181,-0.06837608,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,14.586432,-0.06791060,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,14.686683,-0.06745143,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,14.786935,-0.06699842,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,14.887186,-0.06655145,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,14.987437,-0.06611041,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,15.087688,-0.06567518,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,15.187940,-0.06524563,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,15.288191,-0.06482167,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,15.388442,-0.06440319,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,15.488693,-0.06399007,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,15.588945,-0.06358222,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,15.689196,-0.06317953,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,15.789447,-0.06278191,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,15.889698,-0.06238926,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,15.989950,-0.06200150,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,16.090201,-0.06161852,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,16.190452,-0.06124025,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,16.290704,-0.06086659,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,16.390955,-0.06049747,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,16.491206,-0.06013279,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,16.591457,-0.05977248,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,16.691709,-0.05941647,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,16.791960,-0.05906467,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,16.892211,-0.05871701,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,16.992462,-0.05837342,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,17.092714,-0.05803383,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,17.192965,-0.05769817,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,17.293216,-0.05736636,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,17.393467,-0.05703835,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,17.493719,-0.05671407,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,17.593970,-0.05639346,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,17.694221,-0.05607645,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,17.794472,-0.05576298,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,17.894724,-0.05545300,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,17.994975,-0.05514645,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,18.095226,-0.05484327,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,18.195477,-0.05454340,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,18.295729,-0.05424679,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,18.395980,-0.05395339,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,18.496231,-0.05366315,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,18.596482,-0.05337602,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,18.696734,-0.05309194,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,18.796985,-0.05281086,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,18.897236,-0.05253275,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,18.997487,-0.05225755,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,19.097739,-0.05198522,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,19.197990,-0.05171572,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,19.298241,-0.05144899,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,19.398492,-0.05118500,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,19.498744,-0.05092370,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,19.598995,-0.05066506,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,19.699246,-0.05040904,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,19.799497,-0.05015559,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,19.899749,-0.04990467,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,0.5000,20.000000,-0.04965625,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,0.050000,200.00000000,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,0.150251,17.70724041,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,0.250503,4.77275357,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,0.350754,1.61951667,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,0.451005,0.48668772,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,0.551256,-0.00413409,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,0.651508,-0.23914395,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,0.751759,-0.35700594,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,0.852010,-0.41603700,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,0.952261,-0.44360454,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,1.052513,-0.45362016,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,1.152764,-0.45359316,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,1.253015,-0.44776696,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,1.353266,-0.43862463,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,1.453518,-0.42765744,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,1.553769,-0.41577741,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,1.654020,-0.40354820,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,1.754271,-0.39131889,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,1.854523,-0.37930393,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,1.954774,-0.36763205,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,2.055025,-0.35637684,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,2.155276,-0.34557624,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,2.255528,-0.33524511,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,2.355779,-0.32538349,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,2.456030,-0.31598203,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,2.556281,-0.30702556,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,2.656533,-0.29849556,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,2.756784,-0.29037175,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,2.857035,-0.28263311,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,2.957286,-0.27525866,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,3.057538,-0.26822783,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,3.157789,-0.26152080,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,3.258040,-0.25511866,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,3.358291,-0.24900348,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,3.458543,-0.24315833,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,3.558794,-0.23756735,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,3.659045,-0.23221565,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,3.759296,-0.22708931,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,3.859548,-0.22217532,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,3.959799,-0.21746156,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,4.060050,-0.21293670,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,4.160302,-0.20859018,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,4.260553,-0.20441215,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,4.360804,-0.20039343,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,4.461055,-0.19652543,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,4.561307,-0.19280013,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,4.661558,-0.18921007,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,4.761809,-0.18574825,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,4.862060,-0.18240811,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,4.962312,-0.17918354,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,5.062563,-0.17606880,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,5.162814,-0.17305852,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,5.263065,-0.17014764,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,5.363317,-0.16733144,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,5.463568,-0.16460548,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,5.563819,-0.16196555,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,5.664070,-0.15940775,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,5.764322,-0.15692835,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,5.864573,-0.15452388,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,5.964824,-0.15219103,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,6.065075,-0.14992672,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,6.165327,-0.14772801,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,6.265578,-0.14559212,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,6.365829,-0.14351645,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,6.466080,-0.14149851,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,6.566332,-0.13953596,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,6.666583,-0.13762657,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,6.766834,-0.13576825,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,6.867085,-0.13395899,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,6.967337,-0.13219689,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,7.067588,-0.13048015,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,7.167839,-0.12880707,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,7.268090,-0.12717601,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,7.368342,-0.12558543,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,7.468593,-0.12403384,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,7.568844,-0.12251985,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,7.669095,-0.12104212,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,7.769347,-0.11959937,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,7.869598,-0.11819038,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,7.969849,-0.11681399,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,8.070101,-0.11546909,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,8.170352,-0.11415462,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,8.270603,-0.11286957,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,8.370854,-0.11161296,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,8.471106,-0.11038387,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,8.571357,-0.10918141,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,8.671608,-0.10800472,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,8.771859,-0.10685300,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,8.872111,-0.10572546,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,8.972362,-0.10462135,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,9.072613,-0.10353996,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,9.172864,-0.10248059,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,9.273116,-0.10144258,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,9.373367,-0.10042529,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,9.473618,-0.09942812,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,9.573869,-0.09845047,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,9.674121,-0.09749179,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,9.774372,-0.09655151,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,9.874623,-0.09562914,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,9.974874,-0.09472415,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,10.075126,-0.09383606,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,10.175377,-0.09296441,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,10.275628,-0.09210875,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,10.375879,-0.09126864,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,10.476131,-0.09044367,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,10.576382,-0.08963343,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,10.676633,-0.08883752,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,10.776884,-0.08805558,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,10.877136,-0.08728725,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,10.977387,-0.08653216,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,11.077638,-0.08578999,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,11.177889,-0.08506040,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,11.278141,-0.08434308,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,11.378392,-0.08363772,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,11.478643,-0.08294403,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,11.578894,-0.08226172,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,11.679146,-0.08159051,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,11.779397,-0.08093014,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,11.879648,-0.08028035,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,11.979899,-0.07964088,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,12.080151,-0.07901149,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,12.180402,-0.07839195,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,12.280653,-0.07778203,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,12.380905,-0.07718150,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,12.481156,-0.07659015,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,12.581407,-0.07600777,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,12.681658,-0.07543416,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,12.781910,-0.07486913,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,12.882161,-0.07431248,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,12.982412,-0.07376403,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,13.082663,-0.07322359,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,13.182915,-0.07269101,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,13.283166,-0.07216610,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,13.383417,-0.07164869,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,13.483668,-0.07113865,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,13.583920,-0.07063579,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,13.684171,-0.07013999,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,13.784422,-0.06965108,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,13.884673,-0.06916893,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,13.984925,-0.06869339,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,14.085176,-0.06822434,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,14.185427,-0.06776164,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,14.285678,-0.06730516,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,14.385930,-0.06685478,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,14.486181,-0.06641038,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,14.586432,-0.06597184,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,14.686683,-0.06553904,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,14.786935,-0.06511187,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,14.887186,-0.06469023,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,14.987437,-0.06427400,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,15.087688,-0.06386309,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,15.187940,-0.06345739,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,15.288191,-0.06305681,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,15.388442,-0.06266124,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,15.488693,-0.06227060,-1.000000
unlike,1.00,-1.00,1.00,10.00,10.00,1.0000,15.588945,-0.06188479,-1.000000
